"","X","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"298",298,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",93.6,"10/23/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308614,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"299",299,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","AXOGEN",100000005414,"AXOGEN","FL","United States",28997.62,"08/24/2013",1,"In-kind items and services","Grant","","","",NA,"No Third Party Payment","","No","","","No",102313250,"Combination","","","","",NA,"","","",NA,NA,"NERVE CUFF","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"300",300,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",141.61,"08/07/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308584,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"301",301,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Hu-Friedy Mfg. Co., LLC",100000005588,"Hu-Friedy Mfg. Co., LLC","IL","United States",17.81,"08/02/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",105370998,"Covered","","","","",NA,"","","",NA,NA,"Instrument Management","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"302",302,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",300,"12/11/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308180,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"303",303,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Biosense Webster, Inc.",100000005693,"Biosense Webster, Inc.","CA","United States",1000,"12/05/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","","No",100631644,"Covered","","","","",NA,"","","",NA,NA,"Ablation Catheters#Accessories","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"304",304,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","PO BOX 5299","","TACOMA","WA","98415","Novo Nordisk Inc",100000000144,"Novo Nordisk Inc","NJ","United States",2500,"09/10/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","","No",221956498,"Covered","Levemir","NovoLog","Victoza","",NA,"0169-6439-90","0169-6339-90","0169-4060-90",NA,NA,"","",NA,NA,NA,"PO BOX 5299, TACOMA, WA 98415",-122.44,47.25
"305",305,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",11.1,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102107682,"Covered","","","","",NA,"","","",NA,NA,"CLEANING, STERILIZATION, CARE","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"306",306,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","The Medicines Company",100000010428,"The Medicines Company","NJ","United States",500,"12/12/2013",1,"Cash or cash equivalent","Education","","","",NA,"No Third Party Payment","","","","","No",105386326,"Covered","ANGIOMAX","","","",NA,"6529300101","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"307",307,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",251,"12/18/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374700,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"308",308,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","4311 11TH AVENUE NE #500","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",24.9,"10/30/2013",1,"Cash or cash equivalent","Royalty or License","","","",NA,"No Third Party Payment","","","","","No",105375234,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"309",309,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",1400,"08/28/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307178,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"310",310,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","HeartWare, Inc.",100000011163,"HeartWare, Inc.","MA","United States",501.8,"08/08/2013",1,"In-kind items and services","Travel and Lodging","Chicago","IL","United States",NA,"No Third Party Payment","","No","","","No",105395244,"Covered","","","","",NA,"","","",NA,NA,"HeartWare Ventricular Assist System","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"311",311,"Covered Recipient Teaching Hospital",503300,1025,"Seattle Children's Hospital","4800 Sand Point Way NE","S-100","Seattle","WA","98105","Cochlear Ltd",100000005734,"Cochlear Americas","CO","United States",3254.2,"12/18/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"Entity","UW Physicians","No","No","Patient-related expense","No",32563469,"Covered","","","","",NA,"","","",NA,NA,"Nucleus","",NA,NA,NA,"4800 Sand Point Way NE, Seattle, WA 98105",-122.283265,47.6626378
"312",312,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",52.74,"11/13/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308624,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"313",313,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","The Medicines Company",100000010428,"The Medicines Company","NJ","United States",2000,"11/08/2013",1,"Cash or cash equivalent","Education","","","",NA,"No Third Party Payment","","","","","No",105386324,"Covered","ANGIOMAX","","","",NA,"6529300101","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"314",314,"Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",11106.46,"10/22/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","","No",100581134,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"315",315,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",40,"11/13/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307982,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"316",316,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",72.97,"10/30/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308976,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"317",317,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",27000,"12/19/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","No","","Educational","No",100701368,"Covered","","","","",NA,"","","",NA,NA,"Trauma","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"318",318,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Pfizer Inc.",100000000286,"Pfizer Inc.","NY","United States",325000,"12/16/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","","","","No",205708832,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"319",319,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",130.84,"12/18/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308840,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"320",320,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",19.25,"08/08/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374452,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"321",321,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","LifeCell Corporation",100000010566,"LifeCell Corporation","NJ","United States",5000,"12/11/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","","","","No",103152704,"Covered","","","","",NA,"","","",NA,NA,"AlloDerm","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"322",322,"Covered Recipient Teaching Hospital",503300,1025,"Seattle Children'S Hospital","4800 Sand Point Way NE","S-100","Seattle","WA","98105","Covidien Sales LLC",100000000098,"Covidien Sales LLC","MA","United States",56.67,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","Device loan greater than 90 days","No",104912240,"None","","","","",NA,"","","",NA,NA,"Patient Monitoring","",NA,NA,NA,"4800 Sand Point Way NE, Seattle, WA 98105",-122.283265,47.6626378
"323",323,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",134.85,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102108048,"Covered","","","","",NA,"","","",NA,NA,"UROLOGY","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"324",324,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",80,"10/10/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307758,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"325",325,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",11.4,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102107726,"Covered","","","","",NA,"","","",NA,NA,"CLEANING, STERILIZATION, CARE","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"326",326,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",29,"08/02/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374832,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"327",327,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Zimmer Holding Inc",100000000103,"Zimmer Holding Inc","IN","United States",9584,"08/01/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","","","Grant made to a third party organization, OMeGA, which then independently provides a transfer of value to a covered recipient free from Zimmer influence.","No",24793505,"Covered","","","","",NA,"","","",NA,NA,"None","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"328",328,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",87.23,"10/23/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308974,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"329",329,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Millennium Pharmaceuticals, Inc.",100000000080,"Millennium Pharmaceuticals, Inc.","MA","United States",3000,"08/08/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","No","","","No",102283752,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"330",330,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",346,"12/18/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374740,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"331",331,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",59.3,"11/07/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308622,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
